Thepa	Ambtr	Aquco	Mimgu	Medtr	Nelnu	Soltu	Solly	Vitvi	Theca	Frave	Carpa	Arath	Glyma	Poptr
1	1	1	1	0	2	0	1	1	1	1	1	1	2	2
0	1	1	1	0	0	1	1	1	1	1	1	0	0	1
1	1	1	2	1	2	3	2	1	1	1	1	1	2	2
1	2	1	1	1	1	2	1	1	1	1	1	1	1	5
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
2	5	4	0	0	2	0	1	3	2	3	4	1	2	8
1	1	0	1	0	1	0	1	1	1	0	1	1	0	2
1	1	3	1	1	1	0	1	1	1	3	1	1	1	1
1	1	0	1	0	0	0	0	1	1	1	1	1	0	2
1	1	1	2	2	2	2	1	1	1	1	1	1	5	3
2	1	1	2	2	1	1	1	5	2	1	1	4	3	1
1	1	2	3	1	1	2	2	2	2	2	2	1	1	5
1	1	1	1	1	1	2	1	1	1	1	1	1	2	2
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	7	2	1	1	1	1	1	1	2	2	1	2	2
1	1	1	2	0	1	3	1	2	1	1	1	1	5	3
1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	0	1	0	1	1	1	1	1	1	1	1	2	0
0	1	1	1	1	2	2	1	1	1	1	1	0	2	2
2	1	1	2	3	1	2	3	2	2	1	2	2	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
2	1	2	2	1	3	5	5	1	3	0	3	2	4	3
1	1	1	1	2	1	1	1	0	1	0	1	1	2	1
2	1	0	2	1	2	4	3	3	2	1	2	3	7	5
0	2	1	1	0	0	2	1	0	1	1	1	0	0	2
1	1	1	2	1	1	1	1	1	1	1	1	1	4	2
4	2	2	2	2	3	3	2	1	4	3	1	4	5	4
2	1	1	1	3	1	1	1	1	1	1	1	1	2	2
1	1	2	1	1	1	0	2	1	1	2	1	1	2	1
1	1	0	1	0	0	2	1	1	1	2	0	1	3	1
4	1	1	2	2	2	3	3	2	2	3	2	3	5	3
1	1	1	1	0	1	2	1	1	1	1	1	1	1	0
1	1	1	2	2	1	3	1	2	1	2	1	1	1	4
3	2	7	3	1	6	1	4	3	3	2	9	2	1	3
1	1	0	1	0	0	0	0	1	1	1	1	1	2	2
1	1	0	2	1	1	1	1	1	1	1	0	1	2	0
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	2	1	1	2	2	1	1	1	1	1	1	1	1
1	1	1	0	1	1	2	1	1	1	1	1	1	2	1
1	1	1	2	0	1	2	2	1	1	1	1	1	2	2
3	1	1	0	2	2	0	0	2	1	1	1	3	10	2
2	1	1	1	1	2	4	3	1	1	1	1	2	1	2
1	1	1	2	3	1	1	2	2	1	1	2	1	5	3
2	1	1	2	3	2	0	1	1	1	1	1	2	6	3
2	1	1	1	1	2	1	1	2	2	1	2	2	4	2
1	1	1	1	1	2	2	1	1	1	1	1	1	4	2
0	3	2	3	2	1	1	1	1	1	3	1	0	1	2
1	1	2	3	2	0	2	1	1	1	0	1	2	5	2
1	1	1	1	1	1	1	1	0	1	1	1	1	2	1
1	1	1	2	0	2	5	2	1	1	1	1	2	2	3
2	1	3	2	2	1	1	3	2	2	1	2	2	7	5
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	4
1	2	2	1	1	1	1	1	1	2	1	1	1	2	1
1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	2	1	2	1	1	2
1	1	1	1	2	1	0	1	1	1	1	1	1	1	2
3	1	3	3	3	1	4	5	4	2	2	2	3	10	3
1	1	1	1	1	1	0	1	1	1	1	1	1	3	1
1	1	1	1	1	0	1	1	1	1	0	1	1	2	1
1	1	2	3	0	1	1	2	1	1	1	1	1	2	1
1	1	1	1	0	1	2	1	1	1	0	1	1	1	1
1	1	1	1	2	1	0	0	1	2	1	1	1	5	0
2	1	1	1	2	1	1	1	0	1	1	1	2	0	1
0	1	1	1	1	0	1	1	0	1	1	0	0	1	1
0	2	1	1	2	2	4	1	4	2	2	2	0	3	4
2	1	1	1	0	1	1	1	2	1	1	3	2	0	1
1	1	1	1	2	1	2	1	1	1	1	1	1	2	1
2	1	1	2	1	0	1	1	1	1	1	1	2	2	1
2	1	1	1	1	2	1	1	1	1	1	1	2	4	2
3	1	3	3	3	1	2	1	0	1	3	1	2	5	2
1	1	1	1	1	1	1	1	1	1	1	1	1	4	2
1	1	0	1	0	1	2	0	1	1	1	1	1	2	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	2
2	1	0	1	1	1	1	1	1	1	2	0	2	2	2
1	1	1	1	0	2	1	1	1	1	1	1	1	3	2
1	1	2	2	0	1	1	1	1	1	0	1	1	4	1
1	1	1	1	1	1	3	1	1	1	1	1	1	2	1
1	1	1	2	0	1	3	1	1	1	1	1	1	5	1
1	1	2	1	3	1	1	1	1	1	1	1	0	1	2
1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
0	1	2	1	0	1	2	1	1	1	1	0	0	0	2
1	1	2	3	1	0	2	2	1	1	1	1	1	1	2
1	1	2	1	1	1	2	1	1	1	1	1	1	2	1
0	1	1	1	0	0	2	1	1	1	2	1	0	0	2
1	1	1	1	0	2	2	1	1	1	1	1	1	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	1	1	1	1	2	0	0	1	1	1	1	2	2
1	1	1	1	0	2	1	1	1	1	0	1	1	2	1
1	1	1	1	0	1	1	1	1	1	1	1	1	3	1
2	1	1	3	1	2	2	2	1	1	1	1	2	3	3
1	1	2	2	4	1	1	2	1	2	1	1	1	8	4
1	1	1	2	0	1	2	1	1	1	1	1	1	2	1
1	1	1	1	3	1	3	1	2	2	3	0	1	4	1
3	1	1	1	1	1	2	1	1	1	1	2	1	4	1
2	1	1	1	1	2	1	1	1	1	1	1	2	2	2
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	2	0	0	1	1	0	1	1	4	2
1	1	1	1	1	0	2	0	1	1	1	1	1	2	2
1	1	2	2	1	1	1	1	1	1	1	1	1	3	1
3	2	3	3	4	2	5	3	3	3	3	2	4	9	4
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	0	1	1	6	2
1	1	0	0	2	1	0	0	0	2	1	1	1	4	3
1	1	1	3	0	1	2	1	1	1	1	1	1	1	1
1	1	2	1	1	1	5	1	1	1	1	1	1	1	1
1	1	1	3	2	2	1	1	1	1	1	1	1	4	1
1	1	1	2	0	1	1	1	0	1	1	0	1	0	1
0	1	2	2	0	2	1	1	1	1	1	1	0	3	1
2	1	3	1	3	1	1	3	1	1	1	1	3	2	2
1	1	0	1	0	1	1	1	1	1	1	1	1	2	2
2	1	1	2	8	1	1	2	1	1	1	1	2	9	3
1	1	1	2	0	1	0	1	1	1	1	1	1	3	2
1	1	1	1	1	1	1	1	2	2	2	2	1	2	4
3	1	3	3	5	2	6	3	2	4	2	2	3	11	7
0	1	1	0	0	0	0	0	0	0	3	0	2	0	1
1	1	2	1	2	2	2	2	1	2	2	1	1	7	3
1	2	0	1	1	0	2	1	1	1	1	1	1	2	3
1	1	2	2	1	2	0	1	1	1	1	1	1	3	1
1	1	1	3	2	0	2	5	1	1	2	2	1	5	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	0	1	0	1	0	1	2	1
2	1	2	2	3	2	2	2	1	1	1	1	2	3	3
1	1	1	2	0	2	1	2	1	1	1	1	1	4	2
2	1	1	1	1	1	5	1	1	1	1	1	2	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
2	2	1	2	1	1	0	1	1	1	2	1	2	6	2
3	1	3	3	1	1	4	0	1	3	1	2	3	7	7
1	1	1	1	1	1	5	1	1	1	1	1	1	2	1
2	1	1	1	1	2	1	1	1	1	1	1	2	2	5
1	1	0	2	1	1	1	1	1	1	1	1	1	0	1
1	1	3	1	1	2	1	1	2	1	1	2	3	4	1
5	4	13	7	31	4	11	11	6	8	11	6	6	15	39
1	1	1	1	2	1	1	0	1	1	1	1	1	4	2
2	1	1	1	0	1	1	1	0	1	1	1	2	5	2
0	1	1	1	1	1	1	1	0	1	1	1	0	0	1
1	1	1	1	0	1	4	1	1	1	1	1	1	2	1
1	1	2	1	1	1	2	2	1	2	1	1	2	1	4
1	1	1	1	0	1	1	1	1	1	1	1	1	1	2
1	1	1	1	1	1	1	1	1	1	1	1	1	5	2
1	1	1	2	1	2	3	2	1	1	1	1	1	7	3
1	1	1	3	1	2	2	1	1	1	1	1	1	5	2
0	1	1	0	1	0	0	0	1	1	1	1	0	2	1
1	1	2	1	2	1	1	1	1	1	1	1	1	2	1
2	1	1	1	1	1	2	1	1	1	1	1	1	3	2
1	1	1	1	1	1	1	1	1	1	1	0	1	3	2
1	1	1	2	1	2	1	1	1	1	1	1	1	2	3
1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
2	2	1	2	2	2	3	2	1	1	1	0	1	2	2
2	2	4	1	2	5	2	0	1	1	1	0	1	5	2
2	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	2	1	1	1	2	1	1	1	1	1	1	2	2
2	2	2	2	4	2	4	3	2	2	2	2	2	7	4
2	1	2	2	1	2	2	2	2	2	2	2	3	4	4
1	1	1	2	1	2	2	1	1	1	1	1	1	3	2
0	1	0	1	0	2	0	0	1	1	1	0	0	4	3
1	1	1	1	0	1	2	1	1	1	1	1	1	2	2
1	1	1	2	0	0	2	1	1	1	1	1	1	3	2
2	1	1	2	2	1	2	1	1	1	1	1	2	6	1
13	9	10	14	10	21	28	18	10	29	20	10	17	39	38
1	1	1	1	1	1	1	1	1	1	1	0	1	2	1
2	1	1	1	1	6	3	2	2	3	1	2	2	2	3
5	2	2	5	3	3	4	4	2	4	3	4	3	9	3
1	1	3	2	1	2	2	1	1	1	1	1	1	2	2
1	1	1	2	3	1	1	1	1	1	0	1	2	2	2
1	1	1	0	0	1	1	1	1	1	1	1	1	0	1
1	2	1	2	1	1	2	1	1	1	1	1	1	3	1
1	1	3	1	0	1	2	2	1	2	1	1	1	6	4
1	1	1	1	3	1	2	1	1	1	2	1	1	2	1
2	1	2	1	1	2	1	2	1	1	1	1	2	9	2
1	1	1	0	3	1	2	1	0	1	1	1	1	3	6
1	1	1	1	1	2	1	2	1	1	4	1	2	2	4
1	1	1	1	0	1	2	1	1	1	1	1	1	2	1
2	1	1	2	3	2	0	2	2	2	2	3	2	4	4
0	1	3	0	0	2	2	1	0	2	1	0	1	2	2
1	1	1	1	1	2	1	1	1	1	1	1	1	5	2
2	1	2	2	1	0	1	1	2	2	1	1	2	2	3
1	1	1	2	0	0	1	1	1	2	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	4	2
2	1	1	1	1	1	1	1	0	2	1	1	2	4	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
0	1	1	0	0	1	0	0	1	1	1	1	0	1	0
1	2	1	1	1	3	4	1	2	1	1	1	1	4	3
3	1	1	2	1	1	2	3	1	1	0	2	2	4	5
2	2	3	2	5	2	2	2	3	3	3	2	2	4	3
1	1	2	1	0	1	0	0	1	1	1	1	1	0	1
1	1	1	1	1	1	2	2	1	1	1	2	1	2	2
1	1	1	1	0	1	0	1	1	1	1	1	1	2	2
1	2	2	1	1	1	3	1	2	1	1	1	1	3	2
2	1	1	1	2	3	2	2	3	2	1	1	2	7	3
0	1	0	1	1	0	1	1	1	1	1	1	0	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	3	2
2	1	2	2	1	1	1	1	1	1	1	1	2	2	2
1	1	1	0	1	0	1	1	0	1	1	1	1	4	1
1	3	3	5	1	2	2	2	2	2	2	1	2	4	3
3	2	3	2	3	3	4	2	3	5	3	3	3	4	5
1	1	1	1	1	2	2	2	1	1	1	1	1	3	1
1	3	1	2	4	2	2	2	2	4	2	3	1	2	6
2	1	1	2	0	2	1	1	1	1	1	1	1	2	2
1	1	1	2	1	2	1	1	2	1	0	1	1	4	2
1	1	1	2	1	1	1	1	0	1	1	1	1	3	2
3	1	3	3	0	2	2	3	2	2	1	1	3	2	2
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	1	1	1	2	2	5	2	2	2	2	1	2	5	3
1	1	1	1	2	1	2	1	1	1	1	1	1	2	1
0	1	0	0	2	1	1	1	0	2	2	1	0	1	1
1	1	1	1	1	1	1	3	1	1	1	1	1	3	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	2
1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	2	2	1	1	1	1	1	1	2	4
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
2	2	2	3	3	2	3	3	2	4	3	1	2	6	5
0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1	1	2	1	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	2	2	1	1	1	1	1	1	1
1	1	1	1	2	2	1	1	1	1	1	1	1	1	2
3	1	3	1	1	2	6	7	0	1	1	1	2	4	5
1	1	1	1	0	2	1	1	1	1	1	1	1	2	2
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
4	2	2	5	2	3	2	4	2	2	2	0	4	6	3
2	2	2	2	1	1	0	2	2	2	2	2	2	5	2
1	1	1	1	0	1	0	1	2	1	1	1	1	3	1
1	1	1	1	0	1	1	1	0	2	2	2	1	3	2
1	1	1	1	1	1	1	1	0	1	0	1	1	2	1
2	3	1	3	3	1	0	3	2	1	2	3	2	2	3
1	1	1	1	2	1	1	1	1	1	2	1	1	3	2
1	1	2	1	0	1	0	2	1	1	1	1	1	2	1
1	1	1	1	0	1	3	0	1	1	1	1	1	3	1
1	1	1	2	3	2	3	2	1	1	1	1	1	4	2
1	1	3	1	0	2	2	1	1	1	1	1	1	5	2
1	2	1	3	1	1	3	1	1	1	1	1	1	1	1
1	1	1	1	0	1	0	1	1	1	1	1	1	3	2
0	1	1	1	2	1	1	1	1	1	1	0	0	1	1
0	1	1	1	1	1	2	1	1	1	1	2	0	2	2
1	1	0	1	1	1	6	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0	1	2	2
4	1	3	4	3	4	6	4	2	3	4	3	4	7	6
2	2	0	1	1	3	2	2	0	2	0	1	2	4	3
1	1	2	1	2	2	2	1	1	1	1	0	1	1	1
2	1	1	2	0	2	1	1	0	1	1	1	2	0	2
1	1	1	1	0	1	1	2	1	1	0	1	1	2	1
2	1	1	1	0	1	3	1	1	1	1	1	1	2	1
0	1	0	1	0	1	0	1	1	1	0	0	0	0	3
1	1	1	1	1	1	2	1	1	1	1	1	1	2	4
1	1	1	1	0	1	0	1	1	1	1	1	1	3	3
1	1	2	1	2	1	0	1	1	1	1	4	1	3	1
1	1	1	1	2	1	0	1	1	1	1	0	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	4	2
1	1	2	1	3	1	1	1	1	1	1	1	2	2	3
1	1	1	3	1	1	2	2	2	1	0	1	2	4	2
1	1	1	1	0	0	0	1	1	1	1	1	1	2	2
2	1	2	1	0	2	1	1	1	1	1	1	2	3	1
1	1	1	1	0	1	1	1	1	2	1	1	1	1	1
2	1	1	0	1	2	1	1	1	1	1	0	2	4	2
1	1	1	1	2	1	1	1	1	1	1	0	1	2	1
1	2	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	1	0	0	1	1	0	1	1	1	1	0	1	2
1	1	1	1	2	2	1	1	0	1	1	0	1	2	1
2	1	2	1	1	1	1	2	3	2	3	1	1	1	2
1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
1	1	1	1	1	2	1	2	1	2	0	1	1	2	2
0	1	1	1	0	1	0	1	1	1	1	0	0	1	1
0	1	1	0	0	5	1	1	1	0	1	0	0	0	0
1	1	1	3	2	1	2	1	1	1	1	0	1	2	2
3	1	2	1	0	2	2	1	1	2	1	2	2	4	2
1	1	1	1	0	2	3	1	1	1	1	1	1	2	2
1	1	3	2	2	1	1	1	1	1	1	1	1	7	1
1	1	1	2	0	1	4	1	1	1	1	2	2	3	2
1	1	1	2	1	2	2	1	2	1	1	1	1	2	2
1	1	1	1	1	1	2	1	1	1	1	1	1	4	2
0	1	0	1	0	1	0	1	0	1	1	0	0	0	1
2	1	1	1	6	1	1	3	1	2	1	1	2	2	3
1	1	1	2	1	1	1	1	0	1	1	1	2	4	2
1	2	1	1	2	2	2	1	2	2	2	1	1	4	3
1	1	1	1	2	1	2	1	1	2	1	1	1	2	1
1	1	3	1	0	1	2	1	1	1	0	0	1	3	2
1	1	1	1	2	1	1	2	1	1	1	1	1	4	1
4	3	8	5	3	5	5	4	4	4	3	3	4	5	4
3	1	1	1	1	2	1	1	1	1	1	1	3	5	2
1	1	2	1	1	1	4	1	1	2	1	1	1	2	1
1	1	1	1	0	1	2	1	1	1	1	1	1	1	2
0	3	2	0	0	3	0	0	0	0	0	0	0	0	0
1	1	1	2	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	2	1
1	2	2	1	1	0	2	1	2	1	2	1	1	2	1
1	1	1	1	1	0	1	1	1	1	0	1	1	6	5
0	2	10	8	5	0	1	3	0	4	5	3	1	4	7
1	1	1	2	1	2	3	1	2	2	1	1	1	3	4
1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	2	1	2	1	1	1	1	0	1	2	2
1	5	1	1	1	1	1	1	1	1	1	1	1	5	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	2	1	1	1	2	2	1	1	1	2
1	1	2	1	1	2	3	2	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	1	1	0	1	0	0	0	0	1	1	0	0	1	1
1	1	2	1	2	1	1	1	1	1	1	1	1	5	2
1	1	1	1	0	1	1	1	1	1	1	1	1	3	1
1	1	3	2	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	2	1	2	1	1	1	3	1	1	3	1
1	1	1	1	0	2	1	1	1	1	1	1	1	5	1
1	1	1	1	1	1	1	1	1	1	1	1	1	8	2
0	2	2	1	3	2	1	4	1	0	3	1	1	1	0
1	1	1	1	0	1	1	1	1	1	1	0	1	2	2
1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
1	1	2	1	1	1	1	2	1	1	1	1	1	2	2
1	1	1	2	1	2	6	2	1	1	1	2	1	4	3
1	1	1	1	1	1	3	1	1	1	1	1	1	3	2
1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
6	3	5	3	8	6	9	5	4	4	4	3	6	13	7
1	1	1	0	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	2	1	1	1	1	1	1	3	1	1	2
1	2	2	1	1	1	0	3	1	1	1	2	2	2	1
1	1	2	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	2	1	1	1	1	1	1	0	1	5	2
2	1	0	2	1	2	1	2	1	2	1	1	3	4	1
1	1	3	1	1	1	0	1	1	1	1	1	1	4	4
1	1	1	1	1	1	1	1	1	1	1	1	1	3	2
1	1	1	1	2	1	1	1	2	2	0	2	1	5	2
4	2	5	3	2	4	4	5	4	2	3	3	5	10	6
1	1	2	2	3	2	2	2	1	2	2	2	1	3	3
2	1	2	2	4	3	2	2	2	1	1	2	3	5	3
1	1	1	1	0	1	1	1	0	1	2	1	1	2	1
1	1	5	2	0	1	2	1	1	1	1	1	1	8	3
1	1	1	1	0	1	1	1	1	1	1	1	1	2	2
1	1	1	1	1	1	2	2	1	1	1	1	1	4	2
0	1	1	1	3	1	3	1	1	1	1	4	0	1	6
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
1	1	1	0	1	1	1	1	1	1	1	1	1	3	2
1	1	1	1	2	1	3	2	1	1	1	1	1	3	2
3	1	2	4	2	2	9	4	2	2	2	1	3	7	2
1	1	3	2	1	2	2	2	1	1	1	1	1	2	2
1	1	2	1	0	0	1	1	1	1	1	1	1	1	5
1	1	2	1	2	2	4	3	3	2	2	1	1	8	3
1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
2	2	2	2	0	2	2	2	1	1	1	2	1	1	2
1	2	0	2	2	0	1	0	1	2	1	0	1	2	1
1	1	1	1	1	1	0	2	1	0	1	0	1	2	2
1	1	1	1	1	1	1	1	1	1	0	1	1	2	2
23	4	0	0	11	2	1	2	11	8	7	5	42	16	13
2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
1	6	4	16	1	3	4	2	3	4	2	1	1	7	11
1	1	1	2	1	2	3	3	2	2	2	2	1	4	3
1	2	1	1	2	1	1	1	1	1	3	1	2	2	2
1	1	2	1	1	1	0	1	2	1	1	1	1	2	1
1	1	1	1	0	1	2	1	1	1	1	1	1	1	2
10	4	9	13	18	12	1	3	28	14	6	20	13	16	12
1	1	1	1	1	1	2	1	1	1	1	1	1	1	3
1	1	1	1	0	0	1	1	1	1	0	1	1	1	1
2	2	3	2	7	1	1	2	2	2	2	1	2	5	5
1	1	2	2	2	1	0	1	1	1	2	1	1	4	2
0	9	4	6	0	0	3	3	0	2	1	8	1	0	1
1	1	2	1	1	1	3	2	1	1	1	1	1	1	1
1	2	1	1	1	1	1	1	1	1	1	0	1	2	2
1	1	1	2	0	1	1	1	1	1	1	0	1	3	2
1	1	2	1	1	2	2	1	1	1	2	1	1	1	1
1	1	0	1	1	1	0	0	1	1	1	1	1	2	1
3	1	2	1	1	1	0	1	1	1	1	2	2	5	2
0	1	0	0	0	0	1	0	1	1	1	0	0	1	0
7	2	3	5	3	6	4	5	6	7	6	4	9	9	7
1	1	1	1	3	2	2	1	1	1	1	1	1	5	3
2	1	1	2	1	0	2	2	2	2	2	1	2	2	5
1	1	2	3	1	2	4	2	1	1	1	1	1	1	1
1	1	1	2	1	2	4	1	1	1	1	1	1	2	2
2	1	3	1	1	2	1	1	1	1	1	1	1	3	1
1	1	1	1	2	2	2	1	1	3	1	3	1	3	2
2	1	1	1	1	1	2	1	1	1	1	1	2	3	2
0	1	3	0	1	0	0	0	2	2	3	2	0	3	1
1	1	0	1	1	0	2	1	1	1	1	1	1	4	1
1	1	1	2	1	2	2	2	0	2	2	1	1	5	6
1	1	1	1	2	1	0	2	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	0	1	1	0	1	2	2
2	1	1	2	1	2	2	2	0	1	1	1	2	3	2
2	1	1	3	2	1	1	1	1	1	1	1	2	4	2
2	1	4	2	2	1	2	3	1	2	3	1	3	2	3
2	1	1	2	2	2	4	2	1	1	1	1	2	2	2
0	4	2	43	8	0	34	29	1	2	4	3	0	7	5
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1
1	1	2	1	1	1	2	1	1	1	1	1	1	3	2
1	1	2	1	1	1	1	1	1	1	1	1	1	7	1
1	1	1	1	0	1	0	1	2	0	1	1	1	1	2
5	1	4	12	3	4	7	3	4	3	3	4	5	5	5
2	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	1	1	0	1	1	1	1	0	1	1	1	2	1
1	1	1	2	2	1	2	2	1	1	1	1	1	5	4
0	1	1	2	2	2	2	2	1	2	1	1	0	5	5
1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	0	1	0	1	1	1	1	1	1	1	2	2	2
1	1	1	1	0	1	1	1	0	1	1	1	1	2	1
1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1	1	1	1	1	1	3	2
3	1	2	1	1	1	0	1	1	1	1	1	2	4	2
0	1	1	1	1	0	1	1	1	1	1	1	0	1	2
2	1	1	1	3	1	1	1	1	1	1	1	2	5	1
2	1	1	2	0	1	1	1	1	1	2	1	3	4	2
1	1	1	1	1	0	1	1	0	1	1	1	1	1	2
1	1	0	1	1	2	1	1	2	1	1	1	1	4	2
1	1	1	0	3	1	2	1	0	2	1	1	1	1	1
2	1	3	2	2	4	3	4	1	2	2	2	3	8	6
1	1	1	1	0	1	2	1	1	1	1	1	1	2	2
1	1	1	1	2	1	1	1	1	0	1	0	1	2	2
0	1	1	1	0	1	1	1	1	1	1	1	0	1	1
1	1	2	0	0	1	4	1	1	1	1	1	1	1	1
1	1	1	2	1	1	2	2	1	1	1	1	1	4	3
1	5	0	2	8	0	0	0	0	0	0	0	2	0	0
1	1	1	2	1	2	1	1	1	1	1	1	2	2	7
1	1	1	2	0	1	1	1	1	1	1	1	1	1	0
6	2	4	5	7	7	9	6	5	6	5	3	6	15	8
1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
0	1	1	1	0	2	1	1	1	1	0	1	0	2	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	2
1	1	1	1	0	1	1	1	1	1	1	0	1	1	2
0	1	0	0	2	0	0	1	0	0	0	1	0	0	0
0	1	0	2	1	0	1	1	1	0	0	0	0	1	1
2	1	1	3	2	2	2	2	4	2	1	2	2	2	2
0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1	2	2	2	0	3	1	1	1	2	2	1	1	2	3
1	1	1	2	2	1	2	1	2	2	1	1	1	8	2
2	1	3	1	0	1	1	2	2	1	1	0	1	3	1
1	1	1	2	2	2	1	1	1	1	1	1	1	5	1
1	1	2	1	1	2	1	1	2	1	1	1	1	2	1
1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
1	1	1	1	2	1	2	1	1	1	1	1	1	3	2
1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
1	1	2	1	0	0	1	2	1	1	1	3	1	2	2
1	1	1	2	2	2	3	2	2	2	1	2	1	6	3
0	1	1	0	1	1	0	0	1	1	1	1	0	3	1
2	2	1	3	0	2	3	2	1	1	1	1	2	3	3
2	4	0	1	1	0	1	1	0	39	0	1	4	3	0
2	1	10	3	2	4	2	2	2	2	2	2	2	10	3
1	3	1	1	2	1	2	1	1	2	1	1	1	3	1
1	1	1	2	2	1	2	3	2	2	2	1	1	6	4
3	1	1	3	2	2	2	2	0	2	1	1	2	6	4
2	1	1	2	0	2	1	1	2	1	1	1	2	2	2
1	1	1	2	2	2	1	1	0	2	1	2	1	5	4
2	1	1	4	5	2	1	1	1	2	1	1	3	2	2
2	1	1	3	2	1	2	2	1	2	2	1	2	5	6
0	1	0	0	0	0	2	0	0	0	0	0	0	2	0
1	1	1	1	4	1	1	1	1	1	1	1	1	3	3
3	1	3	2	1	3	2	2	4	3	2	2	2	7	6
2	1	1	2	1	2	1	1	1	1	1	1	2	5	2
1	1	1	1	1	1	0	1	1	1	1	1	1	2	1
2	2	2	2	2	2	5	2	2	2	2	2	2	4	4
1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
2	1	1	1	1	2	1	1	1	1	1	2	2	1	1
0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
1	1	1	1	1	1	2	1	0	1	1	1	1	1	2
1	1	1	1	3	2	1	1	2	2	1	1	1	5	1
1	1	1	1	1	1	2	1	1	1	1	2	1	3	1
1	2	2	3	0	2	3	1	2	2	1	2	1	3	5
5	1	3	2	2	2	3	4	2	2	3	2	3	9	3
2	1	2	1	0	1	4	1	2	2	1	2	2	4	6
1	1	1	1	1	2	2	1	1	1	1	1	1	3	1
1	1	1	1	1	1	2	1	1	1	1	0	1	2	1
1	1	1	1	0	1	1	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	0	0	3	3	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	0	0	1	1	1	1	0	1	1	1
