Thepa	Ambtr	Aquco	Mimgu	Medtr	Nelnu	Soltu	Solly	Vitvi	Theca	Frave	Carpa	Arath	Glyma	Poptr
1	1	1	1	0	1	1	1	1	2	1	1	1	2	2
1	1	2	1	0	1	0	1	1	1	1	1	1	1	2
1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
2	1	0	1	1	2	3	1	1	1	2	1	1	3	4
1	1	2	1	1	2	2	1	1	1	1	1	1	4	2
1	1	1	1	0	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	2	1	1	1	1	1	1	1	3	3
2	1	2	1	1	2	1	1	1	1	1	1	1	2	2
1	1	2	0	0	1	1	1	1	1	2	1	1	2	2
1	1	1	1	1	1	0	0	1	1	1	2	1	2	1
1	1	1	1	0	1	1	1	1	1	1	1	1	2	2
2	1	1	2	2	1	2	1	1	1	2	1	2	2	1
0	1	3	2	7	3	1	3	1	3	3	1	2	7	3
1	1	1	1	0	1	1	1	1	1	0	1	1	2	1
2	1	1	2	2	2	2	2	1	1	2	1	3	4	3
1	1	1	2	2	2	2	1	2	2	2	2	1	4	2
1	1	1	2	1	1	1	1	1	1	1	1	1	2	2
2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
1	1	1	2	1	1	1	1	1	2	1	1	1	2	1
2	1	1	2	2	2	4	2	2	2	1	1	2	6	7
1	1	1	1	0	3	1	1	1	1	1	1	1	2	1
1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1	1	1	1	2	2	1	1	1	1	0	1	1	4	2
3	8	7	8	1	3	24	12	7	4	0	0	3	3	2
2	2	1	4	2	3	4	5	4	3	3	3	1	9	4
1	1	1	1	1	1	1	1	1	1	0	1	1	2	2
2	1	1	1	1	1	3	2	2	1	1	2	2	2	2
2	1	1	4	2	1	0	0	1	1	1	1	2	2	2
1	1	1	0	0	1	0	0	1	2	0	0	1	0	0
1	1	1	0	0	0	1	1	1	1	1	0	1	2	1
2	1	1	1	1	2	1	2	3	2	1	2	2	4	4
2	1	1	4	0	1	5	3	2	1	2	1	2	1	3
2	1	3	1	1	1	1	2	2	1	4	1	2	7	2
2	2	2	3	0	2	1	1	2	1	2	1	2	5	3
1	1	1	1	1	1	4	2	1	1	1	1	1	6	2
1	1	2	1	1	1	1	1	1	1	1	1	1	4	1
1	2	1	1	1	2	1	1	1	2	1	1	1	5	2
2	1	1	1	0	1	1	2	1	1	1	1	1	2	1
1	1	1	0	1	1	2	1	1	1	1	1	1	3	1
1	1	1	0	1	2	1	1	1	1	1	1	1	5	2
1	1	1	1	2	1	0	1	1	1	1	1	1	4	1
0	1	1	1	0	1	1	1	1	1	1	1	0	2	1
1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
0	1	2	1	0	1	2	1	1	1	1	1	0	2	2
0	1	1	1	1	0	1	1	2	1	1	0	0	0	3
1	1	1	1	0	1	3	3	1	2	1	1	1	2	2
1	1	0	0	0	0	1	1	1	0	1	0	1	1	2
1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	0	0	0	0	1	1	1	1	2	2
1	1	2	0	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	2	1	1	0	1	1	1	1
1	1	1	1	0	1	1	1	1	1	1	1	1	4	1
1	1	1	1	2	1	2	1	1	1	1	1	1	2	1
1	2	3	1	0	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	1	1	2	1	1	0	1	0	0	0	1
1	1	1	3	0	1	1	1	1	1	1	1	1	1	2
2	1	1	1	1	1	1	1	0	1	1	1	2	4	2
0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
3	3	4	2	4	6	5	5	4	4	5	3	3	8	6
1	1	0	2	1	1	0	0	1	1	1	0	1	2	1
2	1	1	2	0	1	2	1	1	1	1	1	1	3	1
2	1	1	1	1	1	2	2	1	1	2	1	2	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	3	2
0	1	1	2	0	1	2	1	1	1	1	1	0	1	1
1	2	1	1	1	0	0	1	1	1	1	2	1	4	3
1	1	0	1	1	1	3	3	2	0	1	1	1	2	2
0	1	1	4	2	2	1	2	4	5	4	0	0	2	3
1	1	1	1	0	1	1	1	1	1	0	1	1	1	2
2	1	1	1	0	1	1	1	1	1	1	1	2	4	2
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
1	1	0	1	1	1	1	2	0	1	1	1	1	2	2
1	1	1	1	2	1	0	1	1	1	1	1	1	1	1
1	1	1	2	0	1	1	1	1	1	1	1	1	2	2
2	1	1	2	2	2	2	2	3	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	2	1	1	1	1	0	1	2	2
1	1	0	1	0	1	2	1	1	1	1	1	1	5	1
1	1	1	2	0	1	1	1	2	2	2	1	1	3	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1	1	1	0	1	1	0	0	1	1	0	1	1	2	1
1	1	1	1	0	2	2	1	1	1	0	1	1	2	5
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
1	2	2	1	1	1	2	1	1	1	1	1	1	3	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	2	2	1	3	2	2	2	1	1	1	4	2
2	1	1	4	1	2	3	2	2	2	2	1	2	7	4
1	1	0	0	2	0	0	0	0	0	0	0	1	0	0
2	2	2	1	2	2	1	1	2	2	2	2	2	7	2
1	2	2	1	1	1	1	1	0	1	1	1	1	2	1
2	1	1	2	1	2	6	3	3	2	2	1	2	4	2
1	1	1	1	1	1	4	2	1	1	1	1	1	2	2
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
1	1	1	3	0	2	1	1	1	1	1	1	1	3	2
1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
1	1	3	1	1	1	1	1	1	1	1	1	1	2	1
1	2	6	1	3	1	1	1	2	2	3	1	2	6	2
1	1	1	1	1	1	4	2	2	2	2	1	1	6	5
1	1	2	0	0	2	1	1	2	1	1	0	1	2	2
2	1	2	4	2	1	2	2	2	2	1	2	2	4	3
1	2	3	2	2	2	2	1	1	1	1	1	1	3	1
2	1	2	1	3	2	7	5	1	2	1	1	3	6	2
2	1	1	1	4	2	7	2	2	2	2	1	2	6	5
2	1	1	1	1	1	0	1	1	1	1	1	2	3	1
0	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	3	1	2	2	1	1	1	1	1	2	1
3	1	2	1	2	4	1	3	2	2	1	3	2	5	4
2	1	1	2	0	2	2	2	2	2	1	1	1	3	2
0	1	0	0	0	0	0	0	1	1	1	2	0	4	1
0	1	1	1	0	0	1	1	1	1	1	0	1	0	1
2	1	4	2	20	2	2	2	6	3	2	33	1	3	3
2	1	1	5	0	1	1	2	1	1	1	1	2	3	2
1	1	1	2	2	1	1	1	1	1	1	1	1	6	2
0	1	1	1	1	1	1	1	1	1	1	0	0	2	1
1	1	2	1	0	1	2	2	1	1	1	1	1	2	2
1	1	2	1	2	1	2	1	1	1	2	1	1	1	2
1	1	1	1	4	1	1	1	1	1	0	1	1	3	2
2	2	0	1	2	3	3	3	2	3	2	2	3	0	1
1	1	1	1	0	1	1	1	2	2	1	1	1	1	4
1	1	1	1	1	2	1	1	2	1	1	1	1	2	2
0	1	0	1	0	1	0	0	1	2	1	1	0	0	1
0	1	1	1	1	2	3	0	1	1	0	1	0	1	1
0	1	1	2	1	2	1	0	1	1	0	1	0	4	1
1	1	1	1	1	1	1	1	0	1	1	1	1	2	1
0	1	0	5	0	1	0	0	1	1	0	1	1	0	0
0	1	1	2	0	0	0	1	1	2	1	2	2	4	0
2	1	1	1	1	2	3	2	1	1	0	1	1	2	2
1	1	1	1	3	1	1	1	1	1	1	1	1	5	1
1	1	2	1	1	1	1	1	2	1	1	2	1	3	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	0	0	0	1	1	1	1	0	2	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	3	2	3	1	1	1	1	1	1	2	2
3	2	1	1	1	2	4	4	1	1	2	1	2	3	2
0	1	0	1	0	1	1	0	0	1	1	1	0	1	2
1	2	1	1	0	1	0	2	2	1	1	1	1	5	4
1	1	1	0	0	0	0	1	0	1	0	0	2	4	2
2	1	1	2	2	1	1	1	0	1	1	0	1	6	2
2	3	3	8	3	3	5	3	3	2	3	2	2	15	7
0	1	1	0	1	0	1	1	1	1	1	1	0	0	1
1	1	1	2	1	1	1	1	1	1	1	1	1	3	2
0	1	2	0	0	1	0	0	1	1	1	1	0	1	1
3	1	2	1	1	2	3	3	1	2	3	2	3	9	4
1	1	1	1	0	1	2	1	2	1	1	1	1	2	1
2	2	3	2	0	3	5	3	2	2	2	2	2	6	4
0	1	0	1	0	1	2	1	1	1	1	1	0	1	1
1	1	1	2	1	1	2	2	3	1	1	1	1	2	2
1	1	2	2	2	2	1	1	1	1	1	1	2	4	1
1	1	5	9	2	1	3	2	1	1	3	1	2	4	2
1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
1	1	1	1	1	0	1	1	1	1	1	1	1	0	2
1	1	1	0	0	2	1	1	1	1	1	0	0	2	2
2	1	1	1	0	1	0	1	1	1	1	1	2	2	2
2	1	1	3	1	1	3	2	2	2	2	1	2	2	3
1	1	0	2	1	1	2	2	1	1	1	1	1	1	2
1	1	1	1	1	1	1	1	1	1	0	0	1	5	3
1	1	1	1	1	0	0	0	1	0	1	0	1	1	2
2	8	0	1	2	1	0	2	1	1	0	1	2	4	3
2	3	1	2	0	1	2	1	0	1	1	1	1	2	1
0	1	1	0	1	0	2	1	0	2	1	1	0	2	1
0	1	1	1	0	1	1	1	1	1	1	0	1	1	1
2	1	1	1	1	2	2	1	0	1	1	1	2	3	2
2	1	2	1	2	2	4	1	1	1	1	1	1	4	2
2	1	1	1	0	2	1	1	1	1	1	1	2	2	3
2	1	1	3	0	2	2	1	1	0	1	1	1	9	3
1	1	2	1	1	1	3	2	1	1	1	0	1	3	2
1	1	1	1	1	1	2	1	1	2	1	0	1	1	1
0	1	1	0	0	1	0	0	0	0	0	0	0	0	2
1	1	1	1	1	2	0	2	1	1	1	1	1	2	1
1	1	1	1	2	1	1	2	2	2	1	2	1	4	5
1	1	1	1	1	2	3	2	1	1	1	1	1	2	1
1	1	1	1	2	0	3	1	1	2	1	0	1	2	1
1	1	1	1	1	1	2	1	1	2	1	1	1	3	2
3	2	3	3	3	4	5	4	2	3	2	2	3	8	5
2	1	3	3	2	3	4	2	3	3	2	1	2	15	7
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2	2	9	3	6	5	6	2	14	8	5	3	1	7	3
1	1	2	1	1	1	1	1	1	1	1	1	1	3	1
1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
1	2	2	1	1	2	1	2	2	2	2	1	2	3	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
1	1	1	1	3	2	3	1	2	2	1	1	1	4	2
4	3	2	5	2	0	3	2	2	2	1	2	8	10	4
0	1	1	0	0	1	0	0	0	1	1	1	0	4	2
1	1	1	1	1	0	2	1	1	1	1	1	1	3	1
2	1	2	2	1	1	4	2	1	2	0	2	1	2	4
1	1	1	1	1	0	1	1	1	1	1	1	1	3	1
1	2	1	1	0	0	0	1	1	1	1	1	1	2	2
0	1	0	0	1	1	0	0	1	1	1	1	0	1	1
0	1	4	0	0	0	1	0	0	1	0	0	0	2	1
2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
2	1	2	3	1	2	4	4	2	2	3	2	2	3	4
1	1	2	1	0	1	0	2	1	1	1	1	1	2	2
1	1	2	1	2	1	2	1	2	1	1	1	1	4	2
2	1	1	1	0	1	1	1	1	1	1	1	2	3	1
2	1	5	1	1	2	1	1	1	0	1	1	2	3	2
1	1	2	2	3	1	2	1	1	1	1	1	1	3	2
1	1	1	0	1	3	2	2	1	1	2	1	1	2	1
0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1	2	3	1	0	1	2	2	1	1	1	3	1	4	1
0	1	0	0	0	0	0	0	1	1	0	0	0	0	3
1	1	2	1	1	2	2	1	1	1	1	1	1	1	1
3	2	1	1	1	1	1	1	2	1	1	1	1	3	1
1	1	1	1	3	1	1	1	1	1	1	1	1	2	2
1	1	1	1	0	2	3	1	1	2	1	1	1	2	4
0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
1	1	1	1	1	2	2	1	1	1	1	1	1	3	1
2	1	2	1	1	1	1	2	1	1	0	1	2	5	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	2	1	2	1	1	1	2	1	1	1	2	1	3
1	1	1	1	3	2	2	1	1	1	3	1	1	6	2
1	1	1	1	0	1	0	1	1	1	1	1	2	2	2
2	1	1	1	1	1	1	2	2	1	0	1	2	2	2
1	1	3	1	1	2	0	1	1	1	1	1	1	3	3
1	1	1	2	1	0	1	1	1	1	0	0	1	1	2
2	1	2	1	1	0	0	1	1	1	1	1	2	3	1
1	1	1	2	1	2	1	1	1	1	1	1	1	3	2
1	1	1	1	1	2	2	2	1	1	1	1	1	4	2
2	1	2	1	2	2	1	1	0	2	1	1	2	7	3
9	3	3	7	7	5	8	6	4	4	7	5	9	11	8
1	1	2	5	0	1	1	1	1	1	1	2	1	2	2
2	1	1	1	1	0	1	1	1	1	1	0	2	4	3
1	1	1	1	1	1	0	1	1	1	1	1	1	2	1
1	1	1	1	0	1	0	1	2	2	1	3	1	2	1
1	1	0	1	1	1	3	1	2	2	1	1	1	2	2
1	1	1	2	1	2	2	1	2	1	1	1	1	4	1
2	1	1	2	0	1	1	1	1	1	1	0	2	3	2
1	1	1	1	0	1	1	1	1	0	1	0	1	0	0
1	2	4	3	3	3	1	2	2	2	1	2	1	4	3
0	1	3	2	0	1	5	3	2	1	0	1	0	0	1
1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
1	1	1	2	1	0	0	1	1	1	1	2	1	2	1
1	1	0	0	3	1	2	1	1	0	1	1	1	0	5
1	1	1	2	0	1	0	1	1	1	1	0	1	2	1
1	1	2	1	1	1	1	0	0	1	0	1	1	0	2
4	1	2	3	4	4	5	4	2	3	3	1	4	9	3
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
1	1	0	1	1	1	1	1	1	1	1	1	1	5	2
2	1	1	1	0	1	0	1	1	0	1	1	1	1	3
2	1	1	1	2	1	2	2	2	1	2	1	2	2	2
2	1	2	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	2	1	1	1	0	1	1	4	1
0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
1	2	2	1	0	1	1	1	2	2	1	1	1	0	1
2	2	1	3	2	1	2	3	2	1	1	0	3	13	3
4	2	38	9	1	8	22	20	15	3	8	6	7	14	6
1	1	2	3	0	2	1	2	1	2	2	1	1	3	4
2	1	2	1	1	1	1	1	1	1	1	1	2	2	1
1	1	1	1	1	1	0	1	1	1	1	1	2	2	2
1	1	1	1	0	1	1	1	1	1	1	1	1	3	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	2	2	1	1	2	1	1	1	1	4	2
0	1	3	2	0	0	4	1	3	3	3	1	0	1	5
2	1	2	3	2	2	3	3	3	3	3	2	2	9	7
1	2	3	2	2	3	2	1	1	2	2	0	1	3	4
1	1	2	1	1	1	1	1	1	1	1	1	1	2	3
1	1	3	1	1	1	1	1	1	1	1	1	1	2	2
1	1	0	2	3	2	1	1	1	1	1	1	1	2	1
0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0	1	2	1	2	0	1	1	0	1	1	1	1	2	0
0	1	1	0	1	2	1	0	1	1	1	1	0	1	2
2	1	3	1	1	2	4	1	1	1	1	1	1	4	2
1	1	1	1	0	2	0	0	0	1	1	1	1	0	2
1	1	4	1	1	1	1	1	1	1	1	1	1	2	1
2	4	0	2	2	3	4	3	6	3	1	2	5	4	4
1	1	3	1	1	1	1	0	1	1	1	1	1	2	1
0	1	1	1	1	1	0	1	1	1	1	1	1	3	2
4	2	4	19	3	3	4	5	2	3	3	5	4	8	9
1	1	0	1	1	2	1	1	0	2	1	1	1	1	3
5	3	3	4	4	5	7	5	4	3	3	3	4	8	9
2	1	2	2	2	2	1	1	3	2	2	1	2	4	3
1	1	1	1	0	1	2	1	1	1	1	2	1	3	1
1	1	0	1	1	1	1	1	0	1	1	1	1	2	2
0	1	1	2	2	1	1	1	1	1	2	1	1	2	1
1	1	2	2	2	1	1	1	1	0	1	1	1	7	4
2	1	1	1	0	2	1	0	1	1	1	1	2	2	2
1	2	2	1	3	2	3	2	1	1	2	2	2	4	4
1	3	1	3	2	1	2	2	2	2	2	2	1	2	3
1	1	1	2	1	2	1	1	1	1	1	1	1	4	2
2	1	1	1	1	0	1	1	1	1	1	2	2	2	2
2	1	4	2	3	1	1	1	1	1	1	1	2	5	1
1	1	1	1	1	1	1	1	0	1	1	0	1	2	1
2	2	3	1	2	1	1	1	0	2	1	1	1	7	1
2	1	2	0	1	2	1	1	1	2	2	2	2	4	3
0	1	3	1	1	1	2	1	1	1	1	0	0	2	3
2	2	2	1	1	2	2	1	1	1	1	1	2	4	2
1	1	1	1	2	1	0	1	1	1	0	1	1	2	2
0	1	2	2	0	1	2	1	1	1	1	1	0	3	2
0	1	0	1	1	2	1	0	1	1	1	1	0	2	2
1	1	1	1	1	1	0	1	1	1	1	1	1	1	2
1	2	2	2	2	3	1	1	3	4	2	2	1	5	4
1	2	3	2	2	2	1	2	2	2	2	2	3	2	2
2	1	1	1	1	0	1	1	1	1	1	1	2	8	3
1	1	1	1	1	1	2	1	2	1	1	1	1	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	5	1
2	1	3	2	2	1	5	3	2	2	2	2	2	7	6
3	1	2	2	1	2	2	2	2	1	2	1	3	4	5
0	1	0	1	1	0	1	2	1	1	1	0	0	1	1
1	1	2	1	2	2	2	1	2	1	1	1	1	2	4
0	1	0	0	0	1	0	0	0	1	0	0	2	2	1
1	1	2	1	0	0	2	2	0	1	1	1	1	2	2
1	1	1	3	1	1	1	1	1	1	1	1	1	2	1
2	1	1	2	1	1	3	1	1	1	1	1	2	3	2
1	1	1	1	1	0	1	2	1	1	0	0	1	1	1
1	1	1	1	0	1	2	2	1	1	1	1	1	4	2
1	1	1	3	1	2	1	1	1	1	1	1	2	3	2
10	5	7	11	9	7	14	9	7	7	7	3	10	40	16
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
2	1	1	1	0	1	0	1	1	2	1	1	2	3	4
2	1	1	2	1	2	1	1	1	1	1	1	2	4	2
1	1	1	0	1	2	1	1	1	1	1	1	1	3	0
0	1	0	0	0	1	0	0	1	1	1	0	0	0	2
2	2	1	2	2	2	2	2	1	2	2	3	2	5	3
1	1	1	1	0	2	1	1	0	1	1	1	1	1	2
1	1	1	0	1	0	0	1	0	1	0	1	1	1	1
2	2	2	1	0	1	1	1	1	2	1	1	1	2	5
0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
1	1	1	1	2	2	1	1	1	1	1	1	1	3	2
2	2	2	3	1	2	1	1	1	2	2	2	2	2	3
1	1	3	1	2	1	1	1	1	1	1	1	1	2	3
1	1	1	1	0	1	1	1	0	1	1	0	1	2	1
1	1	1	1	0	1	1	1	1	1	1	0	1	0	3
1	1	1	1	1	2	1	1	1	1	1	1	1	5	2
1	1	1	2	3	2	1	1	1	1	1	1	1	2	2
1	1	1	1	2	1	1	1	1	2	1	1	1	2	1
1	1	1	1	1	1	2	1	1	1	1	1	1	0	1
2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
0	1	1	0	0	1	0	0	1	1	0	1	0	2	1
1	1	1	3	4	2	3	5	1	2	1	1	1	6	4
1	1	1	2	3	2	1	1	2	3	3	3	1	4	5
1	1	1	0	0	1	2	1	1	1	1	1	1	1	2
1	1	1	2	2	2	2	2	1	1	1	1	1	3	1
2	2	2	2	0	3	4	2	2	2	2	1	2	6	4
2	1	3	5	2	1	2	2	2	1	1	1	2	7	1
0	1	1	1	1	1	0	0	0	0	0	1	0	0	1
3	2	1	3	1	1	2	2	1	1	1	0	3	1	1
0	1	1	1	0	0	1	0	1	1	1	1	0	0	1
1	1	2	1	0	1	1	1	1	1	1	1	1	4	2
2	1	2	1	1	2	2	2	2	1	2	1	2	4	3
1	1	1	1	1	1	1	2	1	1	0	1	1	1	1
1	1	1	1	2	1	2	2	1	1	1	2	1	4	1
1	2	2	1	2	1	1	1	1	1	1	2	1	5	2
3	1	2	2	4	2	4	3	2	3	2	2	3	8	5
2	1	1	1	1	1	1	1	1	1	0	1	1	1	1
2	1	2	3	2	2	2	2	4	2	2	1	2	6	4
2	1	1	2	0	2	2	2	2	1	1	1	2	4	2
1	1	1	1	1	2	1	1	1	1	1	1	1	3	2
2	1	4	1	4	2	4	1	2	2	1	1	2	5	4
2	1	1	2	2	0	0	0	0	1	0	0	2	2	1
2	1	1	3	3	2	2	2	1	2	2	2	2	3	6
2	1	1	1	1	2	2	2	0	1	0	1	2	2	1
1	1	0	0	2	1	2	1	1	1	1	1	1	3	2
0	1	1	1	1	1	1	1	1	1	0	0	1	1	1
2	1	1	1	3	2	3	3	0	2	0	2	3	1	2
1	1	1	2	1	2	1	2	1	2	2	1	1	4	3
1	1	1	1	1	2	0	1	1	1	1	1	1	3	2
1	1	1	2	1	1	1	1	1	1	1	1	0	2	1
1	1	1	1	0	2	1	1	1	1	1	1	1	2	2
2	1	2	2	4	2	1	2	2	2	2	2	2	6	4
1	2	1	1	0	1	0	1	1	1	1	1	6	3	2
2	2	2	4	1	2	3	2	3	2	2	2	3	9	3
1	1	1	1	0	2	1	1	1	1	1	1	1	2	1
2	1	0	1	1	1	3	1	1	0	0	0	2	1	1
0	1	0	0	0	0	0	0	0	1	1	2	0	0	0
1	1	1	1	1	2	1	1	1	1	0	1	1	3	1
1	1	1	1	1	1	2	1	1	1	1	1	1	3	2
1	2	1	0	0	2	2	1	1	1	2	0	1	6	2
1	1	1	1	3	1	2	1	1	1	1	1	1	3	2
1	1	1	2	0	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	0	0	1	1	1	0	1	1	1	1	2	3
2	1	1	5	0	2	2	3	1	1	3	1	2	2	3
0	1	1	1	0	2	1	1	1	1	1	1	0	2	2
1	2	1	1	1	1	0	1	0	1	1	1	1	3	2
1	1	1	1	0	1	2	2	1	2	1	1	1	1	1
2	1	1	2	1	1	1	1	1	1	0	1	2	5	2
1	1	1	1	0	1	2	1	1	1	1	1	1	2	3
1	1	1	1	2	1	2	1	1	1	1	1	1	3	4
2	1	4	2	1	2	2	2	1	1	1	1	2	8	2
1	2	2	2	0	1	1	2	4	1	2	3	1	1	10
2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	2	2	1	2	2	1	1	1	1	1	1	2	3
2	1	2	3	2	2	3	1	0	1	1	1	2	11	4
1	1	1	2	0	1	0	1	1	1	1	1	1	0	1
1	1	1	1	0	0	4	1	1	1	0	1	1	2	1
1	1	2	1	1	1	1	1	1	1	0	1	1	3	1
2	1	1	1	2	2	1	1	1	1	1	1	2	4	2
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	2	1	2	1	1	1	1	1	4	4
1	5	1	4	1	4	2	2	1	2	4	2	2	3	3
3	1	1	5	0	1	3	6	1	2	2	1	1	0	2
1	1	1	1	1	2	3	2	2	1	1	1	1	2	3
1	1	1	1	0	1	2	1	2	1	1	0	1	1	1
1	1	1	0	1	1	0	0	0	1	1	1	2	3	2
2	1	1	3	0	1	2	3	1	2	1	2	2	4	3
1	1	1	1	1	0	2	1	1	1	1	1	1	2	1
1	1	1	1	0	2	1	1	1	1	1	1	1	4	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	2	1	3	2	2	2	1	1	2	1	1	4	3
1	1	1	2	0	1	0	1	1	1	1	1	1	2	2
0	1	1	1	0	0	2	2	0	1	1	1	0	3	0
1	1	1	2	2	2	2	1	1	1	1	1	1	6	2
2	1	1	1	0	1	1	1	1	1	1	2	2	4	1
1	1	3	3	1	3	3	1	2	5	5	1	1	3	4
1	1	2	1	1	1	1	1	0	1	1	1	1	2	1
0	1	0	1	0	0	1	1	1	0	1	0	0	2	3
1	1	1	2	1	1	1	1	1	1	1	1	1	5	1
2	1	1	1	1	1	2	1	1	1	0	0	1	2	1
1	1	2	1	0	1	1	1	1	1	2	1	2	3	2
1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
1	1	1	1	1	5	1	1	1	1	1	5	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
2	1	1	1	1	1	1	1	1	1	1	0	1	2	2
1	1	1	3	2	1	0	1	1	0	1	0	1	2	2
1	1	1	1	1	0	2	1	1	0	1	0	1	1	0
1	1	2	5	3	2	2	1	1	1	1	2	1	14	2
1	1	1	1	1	1	1	1	1	1	1	2	1	4	1
1	1	1	1	1	1	1	1	1	1	2	1	1	4	2
3	1	1	2	3	2	3	4	1	1	2	2	3	6	4
1	1	2	1	1	2	1	1	1	1	1	1	1	3	1
1	1	0	0	0	1	1	1	0	1	2	1	1	0	2
1	1	1	2	0	1	0	1	1	1	1	1	1	5	2
2	1	1	2	0	2	3	1	1	1	1	1	2	3	2
1	1	1	0	0	1	1	1	0	1	1	1	1	2	2
2	2	1	3	1	2	3	3	2	2	3	2	2	5	4
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	1	2	0	2	2	2	1	1	1	1	1	2	3
1	1	1	1	1	2	1	0	2	1	1	1	1	5	2
1	1	1	0	1	2	1	1	1	1	1	1	1	2	1
1	1	1	0	1	2	3	2	1	1	1	1	1	2	1
1	1	1	1	0	2	3	1	1	1	1	1	1	2	3
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
3	1	6	5	1	2	2	3	2	2	2	1	3	6	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	1	3	0	0	1	0	0	1	0	0	0	0	0	0
1	1	1	2	1	1	2	1	2	2	1	2	1	2	3
2	1	2	2	1	1	1	1	1	1	2	1	2	2	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
2	1	1	1	1	2	3	2	0	1	1	1	2	2	3
1	1	2	1	0	1	1	1	1	1	1	1	1	2	2
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	1	2	1	2	1	2	2	1	1	1	1	2	5	1
1	1	1	1	1	1	4	2	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	1	0	1	1	2	1
1	1	1	2	2	0	1	1	1	1	1	1	1	4	1
1	1	2	0	1	2	1	1	1	1	1	1	1	2	1
1	1	1	1	1	2	2	2	1	1	1	1	2	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	4	1	1	0	2	1	1	0	1	1	1	1	2	2
1	1	2	1	0	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	2	2	2	2	2	2	1	1	8	2
1	1	2	1	0	1	2	0	1	1	1	1	1	3	1
1	1	2	1	2	1	1	2	2	1	1	1	1	2	2
1	1	1	1	1	2	4	2	2	2	2	1	1	6	4
1	1	1	1	1	2	1	1	1	1	2	1	1	5	2
1	1	1	1	0	0	1	1	0	1	1	1	1	2	1
2	1	1	2	5	2	1	3	2	2	2	2	1	5	3
1	1	1	1	1	1	2	1	1	1	2	1	2	2	8
